Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE,Timestamp
LPP.WA,LPP SA,31160393100,PLN,7307423786,7678232464,WSE,16790.0,true,"LPP SA designs, manufactures, distributes, and retails clothing for women, men, and children. It offers apparel, accessories, and footwear under the Reserved, Cropp, House, Mohito, and Sinsay brands. The company sells its products through 2,244 stores, as well as through online stores in Poland and internationally. LPP SA was founded in 1989 and is headquartered in Gdansk, Poland.",https://www.lppsa.com,33000,17406200000,4289061742,,,,,,,2024-12-11T08:27:47.601619+00:00
GIL.TO,Gildan Activewear Inc.,10564009020,CAD,7091724895,7448048919,TSX,68.41,true,"Gildan Activewear Inc. manufactures and sells various apparel products in the United States, North America, Europe, Asia-Pacific, and Latin America. It provides various activewear products, including T-shirts, fleece tops and bottoms, and sports shirts under the Gildan, Gildan Performance, Gildan Hammer, Comfort Colors, American Apparel, Alstyle, and GoldToe brands. The company also offers hosiery products comprising athletic; dress; and casual, liner, therapeutic, and workwear socks, as well as sheer pantyhose, tights, and leggings under the Gildan, Under Armour, GoldToe, PowerSox, Signature Gold by Goldtoe, Peds, MediPeds, Therapy Plus, All Pro, Secret, Silks, Secret Silky, and American Apparel brands. In addition, it provides men's and boys' underwear products, and ladies panties under the Gildan and Gildan Platinum brands; and ladies' shapewear, intimates, and accessories under the Secret and Secret Silky brands. The company sells its products to wholesale distributors, screen printers, and embellishers, as well as to retailers and lifestyle brand companies. The company was formerly known as Textiles Gildan Inc. and changed its name to Gildan Activewear Inc. in March 1995. Gildan Activewear Inc. was founded in 1946 and is headquartered in Montreal, Canada.",https://gildancorp.com,49000,3195911000,2253245091.44,,,,,,,2024-12-11T08:27:46.975141+00:00
PUM.DE,PUMA SE,6722349735,EUR,6722349735,7060013362,XETRA,45.39,true,"PUMA SE, together with its subsidiaries, designs, develops, sells, and markets footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company offers performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories, such as the Playseat. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",https://www.puma.com,21000,8601700000,9033763391,,,,,,,2024-12-11T08:27:46.942269+00:00
BCUCY,Brunello Cucinelli S.p.A.,6981465535,USD,6647611853,6981465535,PNK,51.37,true,"Brunello Cucinelli S.p.A., together with its subsidiaries, engages in the production and sale of clothing, accessories, and lifestyle products in Italy, Europe, North America, Japan, and China. The company offers women's collection, including coats and jackets, dresses, knitwear, t-shirts and tops, shirts, skirts, pants, denim, travel wear, sneakers, high-boots, loafers and flat shoes, sandals, leather goods, jewelry, scarves, other accessories, mini bags and clutches, crossbody bags and backpacks, and handbags and shoppers. It also provides men's collection, such as coats and jackets, knitwear, blazers and waistcoats, suits, tuxedos, t-shirts and polos, shirts, pants, denims, travel wear, sneakers, lace-ups, loafers, boots, leather goods, bags, scarves, and other accessories; and kids collections. In addition, the company offers lifestyle products, which include throw and blanket, cushion, studio products, candle and fragrance, bathrobe and towel, gardening products, travel essential, leisure bag, leisure wear, kitchen and table ware, table linen, and ceramic creation products, China, and internationally. As of December 31, 2021, it managed and operated 114 directly operated stores; and 30 wholesale monobrand boutiques. The company was founded in 1978 and is headquartered in Solomeo, Italy. Brunello Cucinelli S.p.A. is a subsidiary of Fedone S.r.l.",https://www.brunellocucinelli.com,3021,1139420000,1139420000,,,,,,,2024-12-11T08:27:47.443348+00:00
BC.MI,Brunello Cucinelli S.p.A.,6594814388,EUR,6594814388,6926071915,MIL,97.05,true,"Brunello Cucinelli S.p.A., together with its subsidiaries, engages in the production and sale of clothing, accessories, and lifestyle products in Italy, Europe, North America, Japan, and China. The company offers women's collection, including coats and jackets, dresses, knitwear, t-shirts and tops, shirts, skirts, pants, denim, travel wear, sneakers, high-boots, loafers and flat shoes, sandals, leather goods, jewelry, scarves, other accessories, mini bags and clutches, crossbody bags and backpacks, and handbags and shoppers. It also provides men's collection, such as coats and jackets, knitwear, blazers and waistcoats, suits, tuxedos, t-shirts and polos, shirts, pants, denims, travel wear, sneakers, lace-ups, loafers, boots, leather goods, bags, scarves, and other accessories; and kids collections. In addition, the company offers lifestyle products, which include throw and blanket, cushion, studio products, candle and fragrance, bathrobe and towel, gardening products, travel essential, leisure bag, leisure wear, kitchen and table ware, table linen, and ceramic creation products, China, and internationally. As of December 31, 2021, it managed and operated 114 directly operated stores; and 30 wholesale monobrand boutiques. The company was founded in 1978 and is headquartered in Solomeo, Italy. Brunello Cucinelli S.p.A. is a subsidiary of Fedone S.r.l.",https://www.brunellocucinelli.com,3021,1139420000,1196653066.6,,,,,,,2024-12-11T08:27:46.959071+00:00
2331.HK,Li Ning Company Limited,44228724580,HKD,5415807325,5687813981,HKSE,17.18,true,"Li Ning Company Limited engages in the research and development, design, manufacture, marketing, distribution, and retail of sporting goods in the People's Republic of China. The company offers sporting goods, including footwear, apparel, equipment, and accessories for professional and leisure purposes primarily under the LI-NING brand. It also develops, manufactures, markets, distributes, and/or sells outdoor sports products under the AIGLE brand; table tennis under the Double Happiness brand name; fashionable fitness products for dance and yoga under the Danskin brand; and badminton under the Kason brand name. As of December 31, 2021, the company operated 7,137 conventional stores, flagship stores, China LI-NING stores, factory outlets, and multi-brand stores under the LI-NING brand. Li Ning Company Limited was founded in 1990 and is headquartered in Beijing, the People's Republic of China.",https://www.lining.com,5003,27598491000,3549165942.6,,,,,,,2024-12-11T08:27:46.992962+00:00
3998.HK,Bosideng International Holdings Limited,43239560000,HKD,5294684122,5560607416,HKSE,3.92,true,"Bosideng International Holdings Limited researches, designs, develops, manufactures, markets, and distributes branded down apparel products, original equipment manufacturing (OEM) products, and non-down apparel products in the People's Republic of China. The company operates through four segments: Down Apparels, OEM Management, Ladieswear Apparels, and Diversified Apparels. It engages in the business of sourcing and distributing branded down and ladieswear apparels; and non-seasonal apparels, including branded menswear, school uniform, and children's wear. The company provides down apparel products under the Bosideng, Snow Flying, Bengen, etc. brands; ladies wear products under the JESSIE, BUOU BUOU, KOREANO, and KLOVA brands; and school uniforms under the Sameite brand. It also offers network consulting and e-business of down and non-down apparel; logistics and storage services; and brand design and development services, as well as operates as an advertisement agency. As of March 31, 2022, it operated 462 ladieswear retail outlets; 364 self-operated retail outlets; and 98 retail outlets operated by third party distributors. Bosideng International Holdings Limited was founded in 1976 and is based in Central, Hong Kong.",https://www.bosideng.com,11831,23214033000,2985324643.7999997,,,,,,,2024-12-11T08:27:46.954521+00:00
COLM,Columbia Sportswear Company,5152652505,USD,4906252662,5152652505,NASDAQ,90.09,true,"Columbia Sportswear Company, together with its subsidiaries, designs, sources, markets, and distributes outdoor, active, and everyday lifestyle apparel, footwear, accessories, and equipment in the United States, Latin America, the Asia Pacific, Europe, the Middle East, Africa, and Canada. The company provides apparel, accessories, and equipment that are used in various activities, such as skiing, snowboarding, hiking, climbing, mountaineering, camping, hunting, fishing, trail running, water sports, yoga, golf, and adventure travel. It also offers footwear products that include lightweight hiking boots, trail running shoes, rugged cold weather boots for activities on snow and ice, sandals and shoes for use in water activities, and function-first fashion footwear and casual shoes for everyday use. The company sells its products under the Columbia, Mountain Hardwear, SOREL, and prAna brand names through the company owned network of branded and outlet retail stores, brand-specific e-commerce sites, and concession-based arrangements with third-parties at branded outlet and shop-in-shop retail locations, as well as through independently operated specialty outdoor and sporting goods stores, sporting goods chains, department store chains, Internet retailers, and international distributors. As of December 31, 2021, it operated approximately 455 retail stores. The company was founded in 1938 and is headquartered in Portland, Oregon.",https://www.columbia.com,10070,3487203000,3487203000,,,,,,,2024-12-11T08:27:47.554521+00:00
M,"Macy's, Inc.",4637676560,USD,4415902867,4637676560,NYSE,16.72,true,"Macy's, Inc., an omni-channel retail organization, operates stores, Websites, and mobile applications. The company sells a range of merchandise, such as apparel and accessories for men, women, and children; cosmetics; home furnishings; and other consumer goods. As of January 29, 2022, it operated 725 department stores in the District of Columbia, Puerto Rico, and Guam under the Macy's, Macy's Backstage, Market by Macy's, Bloomingdale's, Bloomingdale's The Outlet, Bloomies, and bluemercury brands. It also operates in Dubai, the United Arab Emirates, and Al Zahra, Kuwait under the license agreements. The company also operates as a beauty products and spa retailer. The company was formerly known as Federated Department Stores, Inc. and changed its name to Macy's, Inc. in June 2007. Macy's, Inc. was founded in 1830 and is based in New York, New York.",https://www.macysinc.com,85581,23866000000,23866000000,,,,,,,2024-12-11T08:27:47.590071+00:00
ATZ.TO,Aritzia Inc.,5631777361,CAD,3780668460,3970628311,TSX,50.43,true,"Aritzia Inc., together with its subsidiaries, designs and sells apparels and accessories for women in North America. It offers t-shirts and tops, bodysuits, shirts and blouses, sweaters, jumpsuits and rompers, shirt jackets, skirts, bodysuits, activeware, knitwear, sweatsuits, pants, denims, leggings, bike shorts, dresses, jackets, blazers, jackets and coats, and shoes, as well as accessories, including hats, socks, face masks, intimates, gloves and mittens, belts, scarves, scrunchies, bags, and iphone cases. The company offers its products under the Wilfred, Super World, Babaton, and TNA brands. As of February 27, 2022, it operates approximately 105 boutiques. In addition, it sells its products through online at aritzia.com. The company was formerly known as Aritzia Capital Corporation and changed its name to Aritzia Inc. in August 2016. Aritzia Inc. was founded in 1984 and is headquartered in Vancouver, Canada.",https://www.aritzia.com,8300,2332350000,1644400044,,,,,,,2024-12-11T08:27:46.850451+00:00
ABFRL.NS,Aditya Birla Fashion and Retail Limited,331584885866,INR,3719782251,3908722635,NSE,310.85,true,"Aditya Birla Fashion and Retail Limited designs, manufactures, distributes, and retails fashion apparel and accessories in India and internationally. It operates in two segments, Madura Fashion & Lifestyle, and Pantaloons. The company offers shirts, trousers, denims, t-shirts, dresses, suits and blazers, casuals, ceremonial, and party wear; shorts, joggers, track pants, sweatshirts, jackets, loungewear, biker t-shirts, polos, chinos, kurtas and bottom wear, occasion wear, festive ensembles, streetwear, classic shirts, logo T-shirts, casual pants, lehengas and kurta sets, ethnic bottom wear, athleisure wear, workwear, tops, sleepwear, crops tops, skirts, jeans, sportswear; accessories; and shawls, stoles, shoes, and lingerie, as well as home furnishings, footwear, handbags, bed linen, towels, smart table linen, dressy cushion covers, and others. It markets its products primarily under the Louis Philippe, Van Heusen, Allen Solly, and Peter England brands, as well as operates fashion store under the Pantaloons brand. The company also holds online and offline rights to the India network of California-based fashion brand Forever 21; and international brands portfolio, such as The Collective, Simon Carter, American Eagle, Ralph Lauren, Hackett London, Ted Baker, and Fred Perry. It operates 3091 brand stores and 377 Pantaloons stores, as well as 28,585 multi-brand outlets in approximately 900 cities in India. The company was formerly known as Pantaloons Fashion & Retail Limited and changed its name to Aditya Birla Fashion and Retail Limited in January 2016. Aditya Birla Fashion and Retail Limited was incorporated in 2007 and is based in Mumbai, India.",https://www.abfrl.com,26965,139302800000,1642101406.4,,,,,,,2024-12-11T08:27:46.869615+00:00
JWN,"Nordstrom, Inc.",3786264720,USD,3605205541,3786264720,NYSE,22.96,true,"Nordstrom, Inc., a fashion retailer, provides apparels, shoes, beauty, accessories, and home goods for women, men, young adults, and children. It offers a range of brand name and private label merchandise through various channels, such as Nordstrom branded stores and online at Nordstrom.com; TrunkClub.com; Nordstrom.ca; Nordstrom stores; Nordstrom Rack stores; Nordstrom Locals; Nordstromrack.com and HauteLook; clearance stores under the Last Chance name; Trunk Club clubhouses; and Jeffrey boutiques. As of December 31, 2021, the company operated 94 Nordstrom stores and 240 Nordstrom Rack stores in the United States; 2 clearance stores; and 7 Nordstrom Local service hubs, as well as 6 Nordstrom stores and 7 Nordstrom Rack stores in Canada. Nordstrom, Inc. was founded in 1901 and is headquartered in Seattle, Washington.",https://press.nordstrom.com,54000,14693000000,14693000000,,,,,,,2024-12-11T08:27:47.614808+00:00
600612.SS,"Lao Feng Xiang Co., Ltd.",21660352652,CNY,2840755250,2983930181,SHH,57.09,true,"Lao Feng Xiang Co., Ltd. operates in the jewelry industry in the People's Republic of China and internationally. It designs, produces, and sells gold, silver, platinum, diamonds, jade, pearls, gold inlays, colored gemstones, enamel, red coral, and other jewelry, as well as K gold glasses, and craft travel souvenirs. The company was formerly known as China First Pencil Co., Ltd. and changed its name to Lao Feng Xiang Co., Ltd. in July 2009. Lao Feng Xiang Co., Ltd. was founded in 1848 and is based in Shanghai, the People's Republic of China.",https://www.laofengxiang.com,2347,71435641416,9840973961.468159,,,,,,,2024-12-11T08:27:46.963898+00:00
BOSS.DE,Hugo Boss AG,2799985895,EUR,2799985895,2940629187,XETRA,40.57,true,"Hugo Boss AG, together with its subsidiaries, develops, markets, and distributes clothes, shoes, and accessories for men and women worldwide. It offers business, casual, athleisure, and evening wear; shoes and accessories; and licensed products, including fragrances, eyewear, and watches, as well as children's fashion products. The company markets and sells its products under the BOSS and HUGO brand names through online stores, freestanding stores, shop-in-shops, and factory outlets. As of December 31, 2021, it operated 1,228 retail points of sale. The company was founded in 1924 and is headquartered in Metzingen, Germany.",https://www.hugoboss.com,18209,4197459000,4408297365.57,,,,,,,2024-12-11T08:27:46.977837+00:00
LREN3.SA,Lojas Renner S.A.,16302342070,BRL,2567618876,2696081332,SAO,15.49,true,"Lojas Renner S.A., together with its subsidiaries, operates as a fashion and lifestyle company in Brazil, Uruguay, and Argentina. The company operates in Retail and Financial Products segments. It engages in the trade of clothes and sports products, shoes, accessories, perfumery, domestic appliances, towels and linen, furniture, and decoration articles. The company owns and operates Renner stores, including 392 units in Brazil, 8 units in Brazil, and 4 in Argentina; 119 Camicado stores; 104 Youcom stores; and 114 Ashua stores. It also engages in the granting of withdrawals, and financing of purchases and insurance, as well as provides personal loans. The company was incorporated in 1965 and is headquartered in Porto Alegre, Brazil.",https://www.lojasrenner.com.br,24364,13647849000,2257081267.62,,,,,,,2024-12-11T08:27:47.050751+00:00
CPRI,Capri Holdings Limited,2616067860,USD,2490967495,2616067860,NYSE,22.19,true,"Capri Holdings Limited designs, markets, distributes, and retails branded women's and men's apparel, footwear, and accessories in the United States, Canada, Latin America, Europe, the Middle East, Africa, and Asia. It operates through three segments: Versace, Jimmy Choo, and Michael Kors. The company offers ready-to-wear, accessories, footwear, handbags, scarves and belts, small leather goods, eyewear, watches, jewelry, fragrances, and home furnishings through a distribution network, including boutiques, department, and specialty stores, as well as through e-commerce sites. It also licenses Versace brand name and trademarks to third parties to retail and/or wholesale its products; and has licensing agreements to the manufacture and sale of jeans, fragrances, watches, eyewear, and home furnishings. The company was formerly known as Michael Kors Holdings Limited and changed its name to Capri Holdings Limited in December 2018. Capri Holdings Limited was founded in 1981 and is headquartered in London, the United Kingdom.",https://www.capriholdings.com,10200,5170000000,5170000000,,,,,,,2024-12-11T08:27:47.487894+00:00
002563.SZ,"Zhejiang Semir Garment Co., Ltd.",18858211692,CNY,2473254463,2597907243,SHZ,7.11,true,"Zhejiang Semir Garment Co., Ltd. produces and sells casual wear and children's wear in China. The company offers clothing, shoes, hats, etc., as well as knitwear and home textiles products. It offers its products under the Semir, Balabala, Marcolor, Mini Barra, Kidiliz, and other brands. The company offers its products through stores and online. Zhejiang Semir Garment Co., Ltd. was founded in 1996 and is based in Shanghai, China.",https://www.semir.com,3097,13660527097,1881874212.88272,,,,,,,2024-12-11T08:27:46.950607+00:00
FL,"Foot Locker, Inc.",2052595116,USD,1954440018,2052595116,NYSE,21.64,true,"Foot Locker, Inc., through its subsidiaries, operates as an athletic footwear and apparel retailer. The company engages in the retail of athletic footwear, apparel, accessories, equipment, and team licensed merchandise under the Foot Locker, Lady Foot Locker, Kids Foot Locker, Champs Sports, Eastbay, atmos, WSS, Footaction, and Sidestep brand names. As of January 29, 2022, it operated 2,858 retail stores in 28 countries across the United States, Canada, Europe, Australia, New Zealand, and Asia; and 142 franchised Foot Locker stores located in the Middle East and Asia. The company also offers its products through various e-commerce sites and mobile apps. Foot Locker, Inc. was founded in 1879 and is headquartered in New York, New York.",https://www.footlocker-inc.com,14335,8168000000,8168000000,,,,,,,2024-12-11T08:27:47.572079+00:00
6110.HK,Topsports International Holdings Limited,15937135400,HKD,1951502230,2049515612,HKSE,2.57,true,"Topsports International Holdings Limited, an investment holding company, engages in the sale of sportswear products in the People's Republic of China. The company is also involved in the leasing of commercial spaces to other retailers for concessionaire sale; provision of information technology services; operation of sports cities business; and trading of sportswear products. As of February 28, 2022, it operated a network of 7,695 directly operated stores. The company also offers its products through e-commerce platform. Topsports International Holdings Limited was founded in 1999 and is headquartered in Kwai Chung, Hong Kong.",https://www.topsports.com.cn,28941,28933200000,3720809520,,,,,,,2024-12-11T08:27:47.491571+00:00
CRI,"Carter's, Inc.",1979250896,USD,1884603118,1979250896,NYSE,54.92,true,"Carter's, Inc., together with its subsidiaries, designs, sources, and markets branded childrenswear under the Carter's, OshKosh, Skip Hop, Child of Mine, Just One You, Simple Joys, Carter's My First Love, little planet, and other brands in the United States and internationally. The company operates through three segments: U.S. Retail, U.S. Wholesale, and International. Its Carter's products include babies and young children products, such as bodysuits, pants, dresses, knit sets, blankets, layette essentials, bibs, booties, sleep and play products, rompers, and jumpers; and OshKosh brand products comprise playclothes, such as denim apparel products with multiple wash treatments and coordinating garments, overalls, woven bottoms, knit tops, and bodysuits. The company also provides products for playtime, travel, mealtime, bathtime, and homegear, as well as kid's bags and diaper bags under the Skip Hop brand. In addition, it offers bedding, cribs, diaper bags, footwear, gift sets, hair accessories, jewelry, outerwear, paper goods, socks, shoes, swimwear, and toys. The company operates 18,800 wholesale locations, including department stores, national chain stores, and specialty stores. As of December 31, 2021, it operated 980 retail stores. The company also sells its products through its eCommerce websites, such as carters.com, oshkoshbgosh.com, oshkosh.com, and skiphop.com, as well as other international wholesale accounts and licensees. Carter's, Inc. was founded in 1865 and is headquartered in Atlanta, Georgia.",https://www.carters.com,15230,2945594000,2945594000,,,,,,,2024-12-11T08:27:47.625970+00:00
WWW,"Wolverine World Wide, Inc.",1819122240,USD,1732131814,1819122240,NYSE,22.72,true,"Wolverine World Wide, Inc. designs, manufactures, sources, markets, licenses, and distributes footwear, apparel, and accessories in the United States, Europe, the Middle East, Africa, the Asia Pacific, Canada and Latin America. The company operates through two segments, Wolverine Michigan Group and Wolverine Boston Group. It offers casual footwear and apparel; performance outdoor and athletic footwear and apparel; kids' footwear; industrial work boots and apparel; and uniform shoes and boots. The company sources, markets, and licenses a range of footwear styles, such as shoes, boots, and sandals under the Bates, Cat, Chaco, Harley-Davidson, Hush Puppies, Hytest, Keds, Merrell, Saucony, Sperry, Sweaty Betty, Wolverine, and Stride Rite brands. It also markets Merrell and Wolverine branded apparel and accessories, as well as licenses its brands for use on non-footwear products, including the Hush Puppies apparel, eyewear, watches, socks, handbags, and plush toys; Wolverine branded eyewear and gloves; and Keds, Saucony, and Sperry branded apparel. In addition, the company markets pigskin leather under the Wolverine Warrior Leather, Weather Tight, and All Season Weather Leathers trademarks for use in the footwear industry. Further, it operates brick and mortar retail stores, and eCommerce sites. The company sells its products to department stores, national chains, catalog and specialty retailers, independent retailers, uniform outlets, and mass merchant and government customers through retail stores, as well as through third-party licensees and distributors, and joint ventures. As of January 1, 2022, it operated 143 retail stores, as well as 65 consumer-direct eCommerce sites. Wolverine World Wide, Inc. was founded in 1883 and is based in Rockford, Michigan.",https://www.wolverineworldwide.com,4100,2242900000,2242900000,,,,,,,2024-12-11T08:27:47.622794+00:00
ARVIND.NS,Arvind Limited,112465381000,INR,1261658012,1325741911,NSE,429.7,true,"Arvind Limited, together with its subsidiaries, manufactures, markets, retails, supplies, and exports textiles in India and internationally. It operates through Textiles, Advanced Material, and Others segments. The company offers denim fabrics, shirting fabrics, woven and knitted fabrics, and voiles and garments products. It also provides a range of specialized clothing and accessories for factory workers, fire-fighters, construction crew, soldiers, and healthcare and security personnel; hot-gas and liquid filtration products; automotive interiors and seating solutions; and composites and coated fabrics. In addition, the company offers water, industrial waste water, and sewage treatment solutions for industries, as well as zero liquid discharge solutions. Further, it is involved in the e-commerce, agriculture produce, engineering, telecommunication, technical textiles, and other businesses, as well as provision of EPABX and one to many radio solutions; and building residential, commercial, and industrial spaces. Arvind Limited was incorporated in 1931 and is headquartered in Ahmedabad, India.",https://www.arvind.com,24599,74722200000,880825293.6,,,,,,,2024-12-11T08:27:47.024752+00:00
YOU.DE,ABOUT YOU Holding AG,1124100493,EUR,1124100493,1180564061,XETRA,6.44,true,"ABOUT YOU Holding AG, a fashion and technology company, operates fashion and lifestyle e-commerce platforms in Europe. It operates through three segments: ABOUT YOU DACH, ABOUT YOU RoE, and TME. The company operates ABOUT YOU app, an online shop for various brands. It also provides B2B e-commerce software solutions; advertising formats for brands; and enabling services, including e-commerce operations and marketing growth services. The company was founded in 2014 and is headquartered in Hamburg, Germany.",https://www.aboutyou.de,1230,1935300000,2032510119,,,,,,,2024-12-11T08:27:47.393722+00:00
SFER.MI,Salvatore Ferragamo S.p.A.,1100093275,EUR,1100093275,1155350960,MIL,6.64,true,"Salvatore Ferragamo S.p.A., through its subsidiaries, creates, produces, and sells luxury goods for men and women in Italy, rest of Europe, North America, Japan, the Asia Pacific, and Central and South America. The company offers men's and women's footwear; leather goods, such as handbags, suitcases, belts, wallets, and other men's and women's leather accessories; and knitwear, clothes for formal occasions, sportswear, and leisure wear, as well as outerwear, such as husky jackets, ponchos, and leather garments. It also provides silk accessories, including ties, foulards, scarves, etc.; home accessories comprising plaid throws, cushions, and beach towels; costume jewelry; and other accessories consisting of shawls and gloves. In addition, the company develops and distributes perfumes and fragrances. Further, it offers men's and women's sunglasses and prescription glasses; jewelry products; and watches. Additionally, the company is also involved in the real estate management business. Salvatore Ferragamo S.p.A. was formerly known as Salvatore Ferragamo Italia S.p.A. and changed its name to Salvatore Ferragamo S.p.A. in April 2011. The company was founded in 1927 and is headquartered in Florence, Italy. Salvatore Ferragamo S.p.A. is a subsidiary of Ferragamo Finanziaria S.p.A.",https://group.ferragamo.com,3644,1156271000,1214350492.33,,,,,,,2024-12-11T08:27:46.980223+00:00
MAVI.IS,Mavi Giyim Sanayi ve Ticaret A.S.,35296195600,TRY,963833566,1012292066,IST,88.85,true,"Mavi Giyim Sanayi ve Ticaret A.S. engages in the wholesale and retail sale of ready-to-wear denim apparel for men, women, and children. The company offers knit and woven shirts, T-shirts, sweaters, jackets, skirts, dresses, accessories, and denim bottoms. It operates 327 retail stores, 68 franchised stores, and 500 wholesale doors in Turkey; 1 retail store and 800 wholesale doors in Europe; 1,200 wholesale doors in the United States; 4 retail stores and 1,000 wholesale doors in Canada; 19 retail stores, 17 franchised stores, and 125 wholesale doors in Russia; and 20 franchise stores and 25 wholesale doors internationally, as well as e-commerce platforms. Mavi Giyim Sanayi ve Ticaret A.S. was incorporated in 1991 and is based in Istanbul, Turkey.",https://www.mavicompany.com,6366,26293292000,754089511.09664,,,,,,,2024-12-11T08:27:47.475557+00:00
002269.SZ,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd.",6633000000,CNY,869917950,913762080,SHZ,2.64,true,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd. researches, designs, develops, produces, and distributes casual wear products in the People's Republic of China. The company is also involved in the franchisee distribution activity. It offers its products under the Metersbonwe, ME&CITY, MooMmoo, Me&City Kids, and CH'IN brand names. The company was founded in 1933 and is based in Shanghai, the People's Republic of China.",https://www.metersbonwe.com,992,1355728301,186765130.74576,,,,,,,2024-12-11T08:27:46.982771+00:00
FOI-B.ST,Fenix Outdoor International AG,9189287220,SEK,795282176,835294814,STO,695.0,true,"Fenix Outdoor International AG, together with its subsidiaries, develops, manufactures, and sells outdoor products primarily in Switzerland, Sweden, other Nordic countries, Germany, Benelux, other European countries, the Americas, and internationally. The company operates through three segments: Brands, Global Sales, and Frilufts. It offers apparel, daypacks, backpacks, sleeping bags, tents, stoves, bags, outdoor shoes and boots, lanterns, fuel, and accessories. The company sells its products under the Fjällräven, Tierra, Primus, Hanwag, and Royal Robbins brand names through 95 stores in Sweden, Norway, Germany, Finland, Denmark, and the United Kingdom, as well as through Brandretail, the e-com and brand retail shops. Fenix Outdoor International AG was founded in 1960 and is based in Zug, Switzerland.",https://www.fenixoutdoor.se,2972,739639000,67232267.94764,,,,,,,2024-12-11T08:27:47.311886+00:00
GRND3.SA,Grendene S.A.,4934815200,BRL,777233394,816119738,SAO,5.47,true,"Grendene S.A. develops, manufactures, distributes, and sells footwear for women, men, and children primarily in Brazil. The company sells its products under the Melissa, Rider, Grendha, Ipanema, Ilhabela, Zaxy, Cartago, Pega Forte, Grendene Kids, and Zizou brands. It also licenses the use of names and brands of Brazilian and international celebrities, and children's-market characters in the children's media. In addition, the company operates one Melissa showroom in Milan; a network of approximately 336 Clube Melissa franchised stores in Brazil; and four concept stores, including three Galeria Melissa stores in São Paulo, New York, and London, as well as a Casa Ipanema store in Rio de Janeiro. It sells its products through commercial representatives and distributors. The company also exports its products. Grendene S.A. was founded in 1971 and is headquartered in Sobral, Brazil.",https://www.grendene.com.br,16374,2433607000,402469925.66,,,,,,,2024-12-11T08:27:47.056596+00:00
OVS.MI,OVS S.p.A.,776043532,EUR,776043532,815024199,MIL,3.136,true,"OVS S.p.A. operates as a fashion retailer in Italy and internationally. The company operates through OVS and UPIM segments. Its products include men's wear, women's wear, children's wear, and infant's clothing; table and kitchen ware; accessories; furnishings; toys; perfumes; leather goods; homeware and fragrances; beauty care products; and footwear and toys. The company offers its products under the OVS, OVS KIDS, Upim, Blukids, and CROFF brands. As of January 31, 2022, it operated a network of 2,052 stores, including 831 DOS, 1,107 affiliated stores, and 114 administered stores. The company was founded in 1928 and is headquartered in Mestre, Italy.",https://www.ovscorporate.it,6285,1615076000,1696201267.48,,,,,,,2024-12-11T08:27:47.383025+00:00
LUXIND.NS,Lux Industries Limited,64984943700,INR,729013446,766042516,NSE,2161.0,true,"Lux Industries Limited manufactures and sells knitwear in India. The company offers vests, briefs, boxers, drawers and trunks, T-shirts, hoodies and sweatshirts, polo and tees, shorts, tracks, tops and bottoms, winter wear, leggings, racer backs, camisole straps, slips, loungers and pyjamas, bras, and panties under the Lux Venus, Lux Classic, Lux Karishma, Lux Touch, GenX, Lux Cozi, Lux Cozi Big Shot, Lux Cott's Wool, Lux Inferno, Lux Mozze, ONN, Lyra, Lux Cozi GLO, Lux Cozi Her, Lux Venus Classic, and One8 for men, women, and kids. It also exports its products to 46 countries worldwide. The company was formerly known as Biswanath Hosiery Mills and changed its name to Lux Industries Limited in 1995. Lux Industries Limited was incorporated in 1957 and is headquartered in Kolkata, India.",https://www.luxinnerwear.com,3364,23143600000,272816756.8,,,,,,,2024-12-11T08:27:47.457319+00:00
BOOZT.ST,Boozt AB (publ),8293034105,SEK,717716407,753826517,STO,127.2,true,"Boozt AB (publ), together with its subsidiaries, sells fashion, apparel, shoes, , accessories, and beauty products online. It operates through three segments: Boozt.com, Booztlet.com, and Other. The company operates Boozt.com, a multi-brand webstore with approximately 1000 brand partners for women, men, kids, sports and athleisure, beauty, and home products. The Booztlet.com operates as a channel for inventory clearance and retailing items that were not sold during their allotted timeframe in the webstores. It also provides clothing, shoes, accessories, sportswear, beauty products, and soft home products. In addition, the company operates physical retail stores under the Booztlet and Beauty by Boozt store names. The company operates in Sweden, Denmark, Norway, Finland, Germany, the United Kingdom, France, the Netherlands, Poland, and other European countries. Boozt AB (publ) was founded in 2007 and is headquartered in Malmö, Sweden.",https://www.booztfashion.com,1170,7755000000,704919883.8,,,,,,,2024-12-11T08:27:47.199874+00:00
