Symbol,Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Active,Description,Homepage URL,Employees,Timestamp
UHR.SW,UHR.SW,The Swatch Group AG,8134889024,CHF,8558806720,8984955680,CHF,true,"The Swatch Group AG designs, manufactures, and sells finished watches, jewelry, and watch movements and components worldwide. It operates through Watches & Jewelry and Electronic Systems segments. The Watches & Jewelry segment designs, produces, and commercializes watches and jewelry. The Electronic Systems segment is involved in the design, production, and commercialization of electronic components, as well as sports timing activities. It is also involved in the provision of assembly, research and development, administration, watch case polishing, logistics and distribution, and customer services; and hard material products, microelectronics, watch cases and crowns, miniature low-frequency quartz crystals, thin wires, miniature batteries, watch dials and bracelets, watch hands, sports timing technology and equipment, precision parts, and assembly electronic components. In addition, the company engages in retail, communication, real estate project and property management, finance, reinsurance, and art center businesses. It offers its watch and jewelry products primarily under the Breguet, Harry Winston, Blancpain, Glashütte Original, Jaquet Droz, Léon Hatot, Omega, Longines, Rado, Union Glashütte, Tissot, Balmain, Certina, Mido, Hamilton, Calvin Klein, Swatch, and Flik Flak brands. The Swatch Group AG was founded in 1983 and is headquartered in Biel/Bienne, Switzerland.",https://www.swatchgroup.com,33353,
1929.HK,1929.HK,Chow Tai Fook Jewellery Group Limited,69314915600,HKD,8475134730,8898723455,HKD,true,"Chow Tai Fook Jewellery Group Limited, an investment holding company, manufactures and sells jewelry products. The company offers gem-set, platinum and k-gold jewelry, and k-gold jewelry and products under the CHOW TAI FOOK, HEARTS ON FIRE, T MARK, ENZO, MONOLOGUE, and SOINLOVE brands. It also distributes watches of various brands. In addition, the company is involved in the trading of diamonds; and the provision of services to franchisees. The company also sells its products through online platforms. As of March 31, 2022, it had 5,902 points of sale in Mainland China, Hong Kong, Macau, Taiwan, Cambodia, Korea, Japan, Malaysia, the Philippines, Singapore, Thailand, the United States, and Vietnam. The company was founded in 1929 and is headquartered in Central, Hong Kong. Chow Tai Fook Jewellery Group Limited is a subsidiary of Chow Tai Fook Capital Limited.",https://www.ctfjewellerygroup.com,28200,
BC.MI,BC.MI,Brunello Cucinelli S.p.A.,8201896925,EUR,8201896925,8610373021,EUR,true,"Brunello Cucinelli S.p.A., together with its subsidiaries, engages in the production and sale of clothing, accessories, and lifestyle products in Italy, Europe, North America, Japan, and China. The company offers women's collection, including coats and jackets, dresses, knitwear, t-shirts and tops, shirts, skirts, pants, denim, travel wear, sneakers, high-boots, loafers and flat shoes, sandals, leather goods, jewelry, scarves, other accessories, mini bags and clutches, crossbody bags and backpacks, and handbags and shoppers. It also provides men's collection, such as coats and jackets, knitwear, blazers and waistcoats, suits, tuxedos, t-shirts and polos, shirts, pants, denims, travel wear, sneakers, lace-ups, loafers, boots, leather goods, bags, scarves, and other accessories; and kids collections. In addition, the company offers lifestyle products, which include throw and blanket, cushion, studio products, candle and fragrance, bathrobe and towel, gardening products, travel essential, leisure bag, leisure wear, kitchen and table ware, table linen, and ceramic creation products, China, and internationally. As of December 31, 2021, it managed and operated 114 directly operated stores; and 30 wholesale monobrand boutiques. The company was founded in 1978 and is headquartered in Solomeo, Italy. Brunello Cucinelli S.p.A. is a subsidiary of Fedone S.r.l.",https://www.brunellocucinelli.com,3021,
BBWI,BBWI,"Bath & Body Works, Inc.",8121825000,USD,7736525622,8121825000,USD,true,"Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. The company sells its products under the Bath & Body Works, White Barn, and other brand names through specialty retail stores and websites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. As of January 29, 2022, it operated 1,755 company-operated retail stores and 338 international partner-operated stores. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",https://www.bbwinc.com,8981,
GIL.TO,GIL.TO,Gildan Activewear Inc.,11303690400,CAD,7513353716,7887249434,CAD,true,"Gildan Activewear Inc. manufactures and sells various apparel products in the United States, North America, Europe, Asia-Pacific, and Latin America. It provides various activewear products, including T-shirts, fleece tops and bottoms, and sports shirts under the Gildan, Gildan Performance, Gildan Hammer, Comfort Colors, American Apparel, Alstyle, and GoldToe brands. The company also offers hosiery products comprising athletic; dress; and casual, liner, therapeutic, and workwear socks, as well as sheer pantyhose, tights, and leggings under the Gildan, Under Armour, GoldToe, PowerSox, Signature Gold by Goldtoe, Peds, MediPeds, Therapy Plus, All Pro, Secret, Silks, Secret Silky, and American Apparel brands. In addition, it provides men's and boys' underwear products, and ladies panties under the Gildan and Gildan Platinum brands; and ladies' shapewear, intimates, and accessories under the Secret and Secret Silky brands. The company sells its products to wholesale distributors, screen printers, and embellishers, as well as to retailers and lifestyle brand companies. The company was formerly known as Textiles Gildan Inc. and changed its name to Gildan Activewear Inc. in March 1995. Gildan Activewear Inc. was founded in 1946 and is headquartered in Montreal, Canada.",https://gildancorp.com,49000,
DDS,DDS,"Dillard's, Inc.",7517197288,USD,7160581448,7517197288,USD,true,"Dillard's, Inc. operates retail department stores in the southeastern, southwestern, and midwestern areas of the United States. Its stores offer merchandise, including fashion apparel for women, men, and children; and accessories, cosmetics, home furnishings, and other consumer goods. As of January 29, 2022, the company operated 280 Dillard's stores, including 30 clearance centers, and an Internet store at dillards.com. It also engages in the general contracting construction activities. The company was founded in 1938 and is based in Little Rock, Arkansas.",https://www.dillards.com,22800,
LPP.WA,LPP.WA,LPP SA,30083976900,PLN,7138927718,7500368212,PLN,true,"LPP SA designs, manufactures, distributes, and retails clothing for women, men, and children. It offers apparel, accessories, and footwear under the Reserved, Cropp, House, Mohito, and Sinsay brands. The company sells its products through 2,244 stores, as well as through online stores in Poland and internationally. LPP SA was founded in 1989 and is headquartered in Gdansk, Poland.",https://www.lppsa.com,33000,
VIPS,VIPS,Vipshop Holdings Limited,7241529833,USD,6897991657,7241529833,USD,true,"Vipshop Holdings Limited operates online platforms for various brands in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers women's apparel, such as casual wear, jeans, dresses, outerwear, lingerie, pajamas, and maternity clothes; men's apparel comprising casual and smart-casual T-shirts, polo shirts, jackets, pants, and underwear; and skin care and cosmetic products, including cleansers, lotions, face and body creams, face masks, sunscreen, foundations, lipsticks, eye shadows, and other cosmetics-related items. It also provides shoes and bags, which comprises casual and formal shoes, purses, satchels, luggage, duffel bags, and wallets; handbags; apparel, gears and accessories, furnishings and decor, toys, and games for boys, girls, infants, and toddlers; sportswear, sports gear, and footwear for various sporting activities; home furnishings, such as bed and bath products, home decor, kitchen and tabletop items, and home appliances; and consumer electronic products. In addition, the company offers food and snacks, beverages, fresh produce, and pet goods; beauty products; and internet finance services, including consumer and supplier financing, and microcredit. Vipshop Holdings Limited provides its branded products through its vip.com and vipshop.com online platforms, as well as through its internet website and cellular phone application. Further, it offers warehousing, logistics, product procurement, research and development, technology development, and consulting services; software development and information technology support solutions; and supply chain services. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",https://www.vip.com,14638,
LEVI,LEVI,Levi Strauss & Co.,6865369353,USD,6539676230,6865369353,USD,true,"Levi Strauss & Co. operates as an apparel company. The company designs, markets, and sells jeans, casual and dress pants, activewear, tops, shorts, skirts, dresses, jackets, footwear, and related accessories for men, women, and children in the Americas, Europe, and Asia. It also sells its products under the Levi's, Dockers, Signature by Levi Strauss & Co., and Denizen brands. In addition, the company licenses Levi's and Dockers trademarks for various product categories, including footwear, belts, wallets and bags, outerwear, sweaters, dress shirts, kids wear, sleepwear, and hosiery. Further, it sells its products through third-party retailers, such as department stores, specialty retailers, third-party e-commerce sites, and franchisees who operate brand-dedicated stores; and directly to consumers through various formats, including company-operated mainline and outlet stores, company-operated e-commerce sites, and select shop-in-shops located in department stores, and other third-party retail locations. The company also operates approximately 3,100 brand-dedicated stores and shop-in-shops. The company was founded in 1853 and is headquartered in San Francisco, California.",https://www.levistrauss.com,19100,
ANF,ANF,Abercrombie & Fitch Co.,6218509815,USD,5923503709,6218509815,USD,true,"Abercrombie & Fitch Co., through its subsidiaries, operates as a specialty retailer. The company operates in two segments, Hollister and Abercrombie. It offers an assortment of apparel, personal care products, and accessories for men, women, and children under the Hollister, Abercrombie & Fitch, abercrombie kids, Moose, Seagull, Gilly Hicks, and Social Tourist brands. As of January 29, 2022, it operated approximately 729 retail stores in Europe, Asia, Canada, the Middle East, United States, and internationally. The company sells products through its stores; various third-party wholesale, franchise, and licensing arrangements; and e-commerce platforms. Abercrombie & Fitch Co. was founded in 1892 and is headquartered in New Albany, Ohio.",https://www.abercrombie.com,6700,
CROX,CROX,"Crocs, Inc.",6131870262,USD,5840974336,6131870262,USD,true,"Crocs, Inc., together with its subsidiaries, designs, develops, manufactures, markets, and distributes casual lifestyle footwear and accessories for men, women, and children. It offers various footwear products, including clogs, sandals, slides, flip-flops, boots, flats, wedges, platforms, socks, shoe charms, loafers, sneakers, and slippers under the Crocs brand name. The company sells its products in approximately 85 countries through wholesalers, retail stores, e-commerce sites, and third-party marketplaces. As of December 31, 2021, it had 193 outlet stores, 107 retail stores, 373 company-operated stores, 73 kiosks and store-in-stores, and 14 company-operated e-commerce sites. The company serves in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. Crocs, Inc. was founded in 1999 and is headquartered in Broomfield, Colorado.",https://www.crocs.com,7030,
ATZ.TO,ATZ.TO,Aritzia Inc.,7955003371,CAD,5287543450,5550673596,CAD,true,"Aritzia Inc., together with its subsidiaries, designs and sells apparels and accessories for women in North America. It offers t-shirts and tops, bodysuits, shirts and blouses, sweaters, jumpsuits and rompers, shirt jackets, skirts, bodysuits, activeware, knitwear, sweatsuits, pants, denims, leggings, bike shorts, dresses, jackets, blazers, jackets and coats, and shoes, as well as accessories, including hats, socks, face masks, intimates, gloves and mittens, belts, scarves, scrunchies, bags, and iphone cases. The company offers its products under the Wilfred, Super World, Babaton, and TNA brands. As of February 27, 2022, it operates approximately 105 boutiques. In addition, it sells its products through online at aritzia.com. The company was formerly known as Aritzia Capital Corporation and changed its name to Aritzia Inc. in August 2016. Aritzia Inc. was founded in 1984 and is headquartered in Vancouver, Canada.",https://www.aritzia.com,8300,
URBN,URBN,"Urban Outfitters, Inc.",5452653839,USD,5193979940,5452653839,USD,true,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, Wholesale, and Nully. It operates Urban Outfitters stores, which offer women's and men's fashion apparel, activewear, intimates, footwear, accessories, home goods, electronics, and beauty products for young adults aged 18 to 28; and Anthropologie stores that provide women's casual apparel, accessories, intimates, shoes, and home furnishings, as well as gifts, decorative items, and beauty and wellness products for women aged 28 to 45. The company also operates Bhldn stores, which offer heirloom quality wedding gowns, bridesmaid frocks, party dresses, assorted jewelry, headpieces, footwear, lingerie, and decorations; and Terrain stores that provide lifestyle home products, garden and outdoor living products, antiques, live plants, flowers, wellness products, and accessories. In addition, it operates Free People retail stores, which offer casual women's apparel, intimates, activewear, shoes, accessories, home products, gifts, and beauty and wellness products for young women aged 25 to 30; restaurants; and women's apparel subscription rental service under the Nuuly brand name. The company serves its customers directly through retail stores, Websites, mobile applications, catalogs and customer contact centers, franchised or third-party operated stores, and digital businesses. As of January 31, 2022, it operated 261 Urban Outfitters, 238 Anthropologie Group, and 173 Free People stores in the United States, Canada, and Europe; and 10 restaurants, as well as two Urban Outfitters and one Anthropologie franchisee-owned stores. The company is also involved in the wholesale of young women's contemporary casual apparel, intimates, activewear, and shoes under the Free People brand; and home goods through department and specialty stores worldwide. The company was founded in 1970 and is based in Philadelphia, Pennsylvania.",https://www.urbn.com,10920,
3998.HK,3998.HK,Bosideng International Holdings Limited,42259683000,HKD,5167091440,5425343579,HKD,true,"Bosideng International Holdings Limited researches, designs, develops, manufactures, markets, and distributes branded down apparel products, original equipment manufacturing (OEM) products, and non-down apparel products in the People's Republic of China. The company operates through four segments: Down Apparels, OEM Management, Ladieswear Apparels, and Diversified Apparels. It engages in the business of sourcing and distributing branded down and ladieswear apparels; and non-seasonal apparels, including branded menswear, school uniform, and children's wear. The company provides down apparel products under the Bosideng, Snow Flying, Bengen, etc. brands; ladies wear products under the JESSIE, BUOU BUOU, KOREANO, and KLOVA brands; and school uniforms under the Sameite brand. It also offers network consulting and e-business of down and non-down apparel; logistics and storage services; and brand design and development services, as well as operates as an advertisement agency. As of March 31, 2022, it operated 462 ladieswear retail outlets; 364 self-operated retail outlets; and 98 retail outlets operated by third party distributors. Bosideng International Holdings Limited was founded in 1976 and is based in Central, Hong Kong.",https://www.bosideng.com,11831,
PVH,PVH,PVH Corp.,5248992420,USD,4999980219,5248992420,USD,true,"PVH Corp. operates as an apparel company worldwide. The company operates through six segments: Tommy Hilfiger North America, Tommy Hilfiger International, Calvin Klein North America, Calvin Klein International, Heritage Brands Wholesale, and Heritage Brands Retail. It designs, markets, and retails men's, women's, and children's apparel and accessories, including branded dress shirts, neckwear, sportswear, jeans wear, performance apparel, intimate apparel, underwear, swimwear, swim-related products, handbags, accessories, footwear, outerwear, home furnishings, luggage products, sleepwear, loungewear, hats, scarves, gloves, socks, watches and jewelry, eyeglasses and non-ophthalmic sunglasses, fragrance, home bed and bath furnishings, small leather goods, and other products. The company offers its products under its own brands, such as Tommy Hilfiger, Calvin Klein, Van Heusen, IZOD, ARROW, Warner's, Olga, Geoffrey Beene, and True&Co., as well as various other owned, licensed, and private label brands. It also licenses its own brands over various products. The company distributes its products at wholesale in department, chain, and specialty stores, as well as through warehouse clubs, mass market, and off-price and independent retailers; and through company-operated full-price, outlet stores, and concession locations, as well as through digital commerce sites. It markets its products to approximately 40 countries. PVH Corp. was founded in 1881 and is based in New York, New York.",https://www.pvh.com,17000,
2331.HK,2331.HK,Li Ning Company Limited,40732560820,HKD,4980370211,5229289991,HKD,true,"Li Ning Company Limited engages in the research and development, design, manufacture, marketing, distribution, and retail of sporting goods in the People's Republic of China. The company offers sporting goods, including footwear, apparel, equipment, and accessories for professional and leisure purposes primarily under the LI-NING brand. It also develops, manufactures, markets, distributes, and/or sells outdoor sports products under the AIGLE brand; table tennis under the Double Happiness brand name; fashionable fitness products for dance and yoga under the Danskin brand; and badminton under the Kason brand name. As of December 31, 2021, the company operated 7,137 conventional stores, flagship stores, China LI-NING stores, factory outlets, and multi-brand stores under the LI-NING brand. Li Ning Company Limited was founded in 1990 and is headquartered in Beijing, the People's Republic of China.",https://www.lining.com,5003,
COLM,COLM,Columbia Sportswear Company,5168095020,USD,4922920592,5168095020,USD,true,"Columbia Sportswear Company, together with its subsidiaries, designs, sources, markets, and distributes outdoor, active, and everyday lifestyle apparel, footwear, accessories, and equipment in the United States, Latin America, the Asia Pacific, Europe, the Middle East, Africa, and Canada. The company provides apparel, accessories, and equipment that are used in various activities, such as skiing, snowboarding, hiking, climbing, mountaineering, camping, hunting, fishing, trail running, water sports, yoga, golf, and adventure travel. It also offers footwear products that include lightweight hiking boots, trail running shoes, rugged cold weather boots for activities on snow and ice, sandals and shoes for use in water activities, and function-first fashion footwear and casual shoes for everyday use. The company sells its products under the Columbia, Mountain Hardwear, SOREL, and prAna brand names through the company owned network of branded and outlet retail stores, brand-specific e-commerce sites, and concession-based arrangements with third-parties at branded outlet and shop-in-shop retail locations, as well as through independently operated specialty outdoor and sporting goods stores, sporting goods chains, department store chains, Internet retailers, and international distributors. As of December 31, 2021, it operated approximately 455 retail stores. The company was founded in 1938 and is headquartered in Portland, Oregon.",https://www.columbia.com,10070,
BOOT,BOOT,"Boot Barn Holdings, Inc.",5100625004,USD,4858651353,5100625004,USD,true,"Boot Barn Holdings, Inc., a lifestyle retail chain, operates specialty retail stores in the United States. The company's specialty retail stores offer western and work-related footwear, apparel, and accessories for men, women, and kids. It offers boots, shirts, jackets, hats, belts and belt buckles, handbags, western-style jewelry, rugged footwear, outerwear, overalls, denim, and flame-resistant and high-visibility clothing. The company also provides gifts and home merchandise. As of May 10, 2022, it operated 304 stores in 38 states. The company also sells its products through e-commerce websites, including bootbarn.com; sheplers.com; and countryoutfitter.com. The company was formerly known as WW Top Investment Corporation and changed its name to Boot Barn Holdings, Inc. in June 2014. Boot Barn Holdings, Inc. was founded in 1978 and is based in Irvine, California.",https://www.bootbarn.com,3100,
PUM.DE,PUM.DE,PUMA SE,4786656608,EUR,4786656608,5025044729,EUR,true,"PUMA SE, together with its subsidiaries, designs, develops, sells, and markets footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company offers performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories, such as the Playseat. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",https://www.puma.com,21000,
KTB,KTB,"Kontoor Brands, Inc.",4986997260,USD,4750414109,4986997260,USD,true,"Kontoor Brands, Inc., a lifestyle apparel company, designs, manufactures, procures, markets, and distributes denim, apparel, and accessories under the Wrangler, Lee, and Rock & Republic brands in the United States and internationally. It operates through two segments, Wrangler and Lee. The company sells its products primarily through mass merchants, specialty stores, mid-tier and traditional department stores, company-operated stores, and online. As of January 1, 2022, it operated 80 retail stores across the Americas, Europe, the Middle East, Africa, and the Asia-Pacific regions. The company was incorporated in 2018 and is headquartered in Greensboro, North Carolina.",https://www.kontoorbrands.com,13700,
M,M,"Macy's, Inc.",4242278080,USD,4041024407,4242278080,USD,true,"Macy's, Inc., an omni-channel retail organization, operates stores, Websites, and mobile applications. The company sells a range of merchandise, such as apparel and accessories for men, women, and children; cosmetics; home furnishings; and other consumer goods. As of January 29, 2022, it operated 725 department stores in the District of Columbia, Puerto Rico, and Guam under the Macy's, Macy's Backstage, Market by Macy's, Bloomingdale's, Bloomingdale's The Outlet, Bloomies, and bluemercury brands. It also operates in Dubai, the United Arab Emirates, and Al Zahra, Kuwait under the license agreements. The company also operates as a beauty products and spa retailer. The company was formerly known as Federated Department Stores, Inc. and changed its name to Macy's, Inc. in June 2007. Macy's, Inc. was founded in 1830 and is based in New York, New York.",https://www.macysinc.com,85581,
JWN,JWN,"Nordstrom, Inc.",3989185990,USD,3799939006,3989185990,USD,true,"Nordstrom, Inc., a fashion retailer, provides apparels, shoes, beauty, accessories, and home goods for women, men, young adults, and children. It offers a range of brand name and private label merchandise through various channels, such as Nordstrom branded stores and online at Nordstrom.com; TrunkClub.com; Nordstrom.ca; Nordstrom stores; Nordstrom Rack stores; Nordstrom Locals; Nordstromrack.com and HauteLook; clearance stores under the Last Chance name; Trunk Club clubhouses; and Jeffrey boutiques. As of December 31, 2021, the company operated 94 Nordstrom stores and 240 Nordstrom Rack stores in the United States; 2 clearance stores; and 7 Nordstrom Local service hubs, as well as 6 Nordstrom stores and 7 Nordstrom Rack stores in Canada. Nordstrom, Inc. was founded in 1901 and is headquartered in Seattle, Washington.",https://press.nordstrom.com,54000,
UNF,UNF,UniFirst Corporation,3903673399,USD,3718483132,3903673399,USD,true,"UniFirst Corporation provides workplace uniforms and protective work wear clothing in the United States, Europe, and Canada. The company operates through U.S. and Canadian Rental and Cleaning, Manufacturing, Specialty Garments Rental and Cleaning, and First Aid segments. It designs, manufactures, personalizes, rents, cleans, delivers, and sells a range of uniforms and protective clothing, including shirts, pants, jackets, coveralls, lab coats, smocks, and aprons; and specialized protective wear, such as flame resistant and high visibility garments. The company also rents and sells industrial wiping products, floor mats, facility service products, and dry and wet mops; restroom and cleaning supplies comprising air fresheners, paper products, gloves, masks, sanitizers, and hand soaps; and other textile products. In addition, it provides first aid cabinet services and other safety supplies; decontaminates and cleans work clothes, and other items that is exposed to radioactive materials; and services special cleanroom protective wear and facilities. Further, it offers a range of garment service options, including full-service rental programs in which garments are cleaned and serviced; lease programs in which garments are cleaned and maintained by individual employees; and purchase programs to buy garments and related items directly. The company serves automobile service centers and dealers, delivery services, food and general merchandise retailers, food processors and service operations, light manufacturers, maintenance facilities, restaurants, service companies, soft and durable goods wholesalers, transportation companies, healthcare providers, government agencies, research and development laboratories, high technology companies, and utilities operating nuclear reactors, as well as others who require employee clothing for image, identification, protection, or utility purposes. UniFirst Corporation was founded in 1936 and is headquartered in Wilmington, Massachusetts.",https://www.unifirst.com,16000,
UA,UA,"Under Armour, Inc.",3482439037,USD,3317232129,3482439037,USD,true,"Under Armour, Inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. The company offers its apparel in compression, fitted, and loose fit types. It also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the MapMyRun and MapMyRide platforms. It primarily offers its products under the UNDER ARMOUR, UA, HEATGEAR, COLDGEAR, HOVR, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",https://www.underarmour.com,6800,
ABFRL.NS,ABFRL.NS,Aditya Birla Fashion and Retail Limited,290036771649,INR,3204474171,3364252753,INR,true,"Aditya Birla Fashion and Retail Limited designs, manufactures, distributes, and retails fashion apparel and accessories in India and internationally. It operates in two segments, Madura Fashion & Lifestyle, and Pantaloons. The company offers shirts, trousers, denims, t-shirts, dresses, suits and blazers, casuals, ceremonial, and party wear; shorts, joggers, track pants, sweatshirts, jackets, loungewear, biker t-shirts, polos, chinos, kurtas and bottom wear, occasion wear, festive ensembles, streetwear, classic shirts, logo T-shirts, casual pants, lehengas and kurta sets, ethnic bottom wear, athleisure wear, workwear, tops, sleepwear, crops tops, skirts, jeans, sportswear; accessories; and shawls, stoles, shoes, and lingerie, as well as home furnishings, footwear, handbags, bed linen, towels, smart table linen, dressy cushion covers, and others. It markets its products primarily under the Louis Philippe, Van Heusen, Allen Solly, and Peter England brands, as well as operates fashion store under the Pantaloons brand. The company also holds online and offline rights to the India network of California-based fashion brand Forever 21; and international brands portfolio, such as The Collective, Simon Carter, American Eagle, Ralph Lauren, Hackett London, Ted Baker, and Fred Perry. It operates 3091 brand stores and 377 Pantaloons stores, as well as 28,585 multi-brand outlets in approximately 900 cities in India. The company was formerly known as Pantaloons Fashion & Retail Limited and changed its name to Aditya Birla Fashion and Retail Limited in January 2016. Aditya Birla Fashion and Retail Limited was incorporated in 2007 and is based in Mumbai, India.",https://www.abfrl.com,26965,
AEO,AEO,"American Eagle Outfitters, Inc.",3344630291,USD,3185961029,3344630291,USD,true,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands. The company provides jeans, and specialty apparel and accessories for women and men; and intimates, apparel, activewear, and swim collections, as well as personal care products for women. It also offers graphic tees and other clothing products under the Tailgate brand name; and menswear products under the Todd Snyder New York brand name. As of January 29, 2022, the company operated 880 American Eagle stores, 244 Aerie brand stand-alone stores, and five Todd Snyder stores in the United States, Canada, Mexico, and Hong Kong. It also ships to 81 countries through its Websites; and offers its merchandise at 260 locations operated by licensees in 28 countries, as well as provides products through its Websites ae.com, aerie.com, and toddsnyder.com. American Eagle Outfitters, Inc. was founded in 1977 and is headquartered in Pittsburgh, Pennsylvania.",https://www.aeo-inc.com,10300,
BOSS.DE,BOSS.DE,Hugo Boss AG,3109178323,EUR,3109178323,3264023602,EUR,true,"Hugo Boss AG, together with its subsidiaries, develops, markets, and distributes clothes, shoes, and accessories for men and women worldwide. It offers business, casual, athleisure, and evening wear; shoes and accessories; and licensed products, including fragrances, eyewear, and watches, as well as children's fashion products. The company markets and sells its products under the BOSS and HUGO brand names through online stores, freestanding stores, shop-in-shops, and factory outlets. As of December 31, 2021, it operated 1,228 retail points of sale. The company was founded in 1924 and is headquartered in Metzingen, Germany.",https://www.hugoboss.com,18209,
VSCO,VSCO,Victoria's Secret & Co.,3084718476,USD,2938379431,3084718476,USD,true,"Victoria's Secret & Co. operates as a specialty retailer of women's intimate, personal care, and beauty products worldwide. The company offers bras, panties, lingerie, sleepwear, loungewear, and athletic attire and swimwear, as well as fragrances and body care products, and accessories under the Victoria's Secret and PINK brands. As of March 2, 2022, it operated approximately 1,400 retail stores. The company was incorporated in 2021 and is headquartered in Reynoldsburg, Ohio.",https://www.victoriassecretandco.com,30000,
SHOO,SHOO,"Steven Madden, Ltd.",3024080990,USD,2880618587,3024080990,USD,true,"Steven Madden, Ltd. designs, sources, markets, and sells fashion-forward branded and private label footwear, accessories, and apparel for women, men, and children in the United States and internationally. Its Wholesale Footwear segment provides footwear under the Steve Madden, Steven by Steve Madden, Madden Girl, BB Dakota, Dolce Vita, DV Dolce Vita, Betsey Johnson, GREATS, Blondo, Anne Klein, Mad Love, Superga, Madden NYC, and COOL Planet brands, as well as private label footwear. The company's Wholesale Accessories/Apparel segment offers handbags, apparel, small leather goods, belts, soft accessories, fashion scarves, wraps, gifting, and other accessories under the Steve Madden, BB Dakota, Anne Klein, Betsey Johnson, Cejon, Madden NYC, and Dolce Vita brands, as well as private label handbag and accessories to department stores, mass merchants, off-price retailers, online retailers, specialty stores, and independent stores. Its Direct-to-Consumer segment operates Steve Madden and Superga full-price retail stores, Steve Madden outlet stores, and Steve Madden shop-in-shops, as well as digital e-commerce websites, including SteveMadden.com, DolceVita.com, betseyjohnson.com, Blondo.com, GREATS.com, and Superga-USA.com. The company's Licensing segment licenses its Steve Madden, Madden Girl, and Betsey Johnson trademarks. Its First Cost segment operates as a buying agent for footwear products under private labels for national chains, specialty retailers, and value-priced retailers. As of December 31, 2021, it owned and operated 214 brick-and-mortar retail stores that included 147 Steve Madden full-price stores, 66 Steve Madden outlet stores, and 1 Superga store, as well as 6 e-commerce websites. Steven Madden, Ltd. was incorporated in 1990 and is headquartered in Long Island City, New York.",https://www.stevemadden.com,2900,
600612.SS,600612.SS,"Lao Feng Xiang Co., Ltd.",21745732020,CNY,2857693371,3000280359,CNY,true,"Lao Feng Xiang Co., Ltd. operates in the jewelry industry in the People's Republic of China and internationally. It designs, produces, and sells gold, silver, platinum, diamonds, jade, pearls, gold inlays, colored gemstones, enamel, red coral, and other jewelry, as well as K gold glasses, and craft travel souvenirs. The company was formerly known as China First Pencil Co., Ltd. and changed its name to Lao Feng Xiang Co., Ltd. in July 2009. Lao Feng Xiang Co., Ltd. was founded in 1848 and is based in Shanghai, the People's Republic of China.",https://www.laofengxiang.com,2347,
CPRI,CPRI,Capri Holdings Limited,2997301688,USD,2855109695,2997301688,USD,true,"Capri Holdings Limited designs, markets, distributes, and retails branded women's and men's apparel, footwear, and accessories in the United States, Canada, Latin America, Europe, the Middle East, Africa, and Asia. It operates through three segments: Versace, Jimmy Choo, and Michael Kors. The company offers ready-to-wear, accessories, footwear, handbags, scarves and belts, small leather goods, eyewear, watches, jewelry, fragrances, and home furnishings through a distribution network, including boutiques, department, and specialty stores, as well as through e-commerce sites. It also licenses Versace brand name and trademarks to third parties to retail and/or wholesale its products; and has licensing agreements to the manufacture and sale of jeans, fragrances, watches, eyewear, and home furnishings. The company was formerly known as Michael Kors Holdings Limited and changed its name to Capri Holdings Limited in December 2018. Capri Holdings Limited was founded in 1981 and is headquartered in London, the United Kingdom.",https://www.capriholdings.com,10200,
