Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE
UHR.SW,The Swatch Group AG,8520607854,CHF,9175075743,9691083755,,,true,"The Swatch Group AG designs, manufactures, and sells finished watches, jewelry, and watch movements and components worldwide. It operates through Watches & Jewelry and Electronic Systems segments. The Watches & Jewelry segment designs, produces, and commercializes watches and jewelry. The Electronic Systems segment is involved in the design, production, and commercialization of electronic components, as well as sports timing activities. It is also involved in the provision of assembly, research and development, administration, watch case polishing, logistics and distribution, and customer services; and hard material products, microelectronics, watch cases and crowns, miniature low-frequency quartz crystals, thin wires, miniature batteries, watch dials and bracelets, watch hands, sports timing technology and equipment, precision parts, and assembly electronic components. In addition, the company engages in retail, communication, real estate project and property management, finance, reinsurance, and art center businesses. It offers its watch and jewelry products primarily under the Breguet, Harry Winston, Blancpain, Glashütte Original, Jaquet Droz, Léon Hatot, Omega, Longines, Rado, Union Glashütte, Tissot, Balmain, Certina, Mido, Hamilton, Calvin Klein, Swatch, and Flik Flak brands. The Swatch Group AG was founded in 1983 and is headquartered in Biel/Bienne, Switzerland.",https://www.swatchgroup.com,33353,7888000000,8971574560,8.608196721311476,2.6172131147540982,,13.649780446260069,0.006149053045830942,0.07124702795769451
ZAL.DE,Zalando SE,9015448427,€,9015448427,9522477247,,,true,"Zalando SE operates an online platform for fashion and lifestyle products. It provides clothing, footwear, accessories, and beauty products with free delivery and returns. The company also sells its products through its Zalando Lounge; and brick-and-mortar outlet stores in Berlin, Frankfurt, Cologne, Leipzig, Hamburg, Hanover, Münster, Stuttgart, Mannheim, and Ulm. It serves customers in 23 countries, including Austria, Belgium, Croatia, Czechia, Denmark, Estonia, Finland, France, Germany, Ireland, Italy, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Slovakia, Slovenia, Spain, Sweden, Switzerland, and the United Kingdom. The company was founded in 2008 and is headquartered in Berlin, Germany.",https://corporate.zalando.de,15206,10143100000,10713547944,1.488627984799501,1.080001134365606,,65.58207228915663,0.3958535249252033,0.03497534870001264
1929.HK,Chow Tai Fook Jewellery Group Limited,72211360200,HKD,8793177332,9287825149,,,true,"Chow Tai Fook Jewellery Group Limited, an investment holding company, manufactures and sells jewelry products. The company offers gem-set, platinum and k-gold jewelry, and k-gold jewelry and products under the CHOW TAI FOOK, HEARTS ON FIRE, T MARK, ENZO, MONOLOGUE, and SOINLOVE brands. It also distributes watches of various brands. In addition, the company is involved in the trading of diamonds; and the provision of services to franchisees. The company also sells its products through online platforms. As of March 31, 2022, it had 5,902 points of sale in Mainland China, Hong Kong, Macau, Taiwan, Cambodia, Korea, Japan, Malaysia, the Philippines, Singapore, Thailand, the United States, and Vietnam. The company was founded in 1929 and is headquartered in Central, Hong Kong. Chow Tai Fook Jewellery Group Limited is a subsidiary of Chow Tai Fook Capital Limited.",https://www.ctfjewellerygroup.com,28200,108713000000,13982666060.000002,1.3765968247786873,0.2526999116835071,,18.21088723908113,1.113112969084192,0.2527435349018083
GPS,"The Gap, Inc.",9207895046,$,8717666714,9207895046,,,false,"The Gap, Inc. operates as an apparel retail company. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, and Athleta brands. Its products include denim, tees, fleece, and khakis; eyewear, jewelry, shoes, handbags, and fragrances; and fitness and lifestyle products for use in yoga, training, sports, travel, and everyday activities for women and girls. The company offers its products through company-operated stores, franchise stores, Websites, third-party arrangements, and catalogs. It has franchise agreements with unaffiliated franchisees to operate Old Navy, Gap, Athleta, and Banana Republic stores and websites in Asia, Europe, Latin America, the Middle East, and Africa. As of December 31, 2021, the company had 2,835 company-operated stores and 564 franchise stores. It also provides its products through e-commerce sites. The Gap, Inc. was incorporated in 1969 and is headquartered in San Francisco, California.",https://www.gapinc.com,85000,14889000000,14889000000,1.4195736434108528,0.7751937984496124,,14.600996015936255,0.8046242774566474,0.19344894026974951
VFC,V.F. Corporation,8195164950,$,7758854368,8195164950,,,true,"V.F. Corporation, together with its subsidiaries, engages in the design, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Outdoor, Active, and Work. The company offers outdoor, merino wool and other natural fibers-based, lifestyle, and casual apparel; footwear; equipment; accessories; outdoor-inspired, performance-based, youth culture/action sports-inspired, streetwear, and protective work footwear; handbags, luggage, backpacks, and totes; and work and work-inspired lifestyle apparel and footwear. It provides its products under the North Face, Timberland, Smartwool, Icebreaker, Altra, Vans, Supreme, Kipling, Napapijri, Eastpak, JanSport, Dickies, and Timberland PRO brand names. The company sells its products primarily to specialty stores, department stores, national chains, and mass merchants, as well as sells through direct-to-consumer operations, including retail stores, concession retail stores, and e-commerce sites, and other digital platforms. V.F. Corporation was founded in 1899 and is headquartered in Denver, Colorado.",https://www.vfc.com,18000,10454667000,10454667000,1.222728573126999,0.7117720414269222,,-6.148780140409255,3.5883439411709728,-0.5842392959330425
BBWI,"Bath & Body Works, Inc.",7926901200,$,7504872980,7926901200,,,true,"Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. The company sells its products under the Bath & Body Works, White Barn, and other brand names through specialty retail stores and websites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. As of January 29, 2022, it operated 1,755 company-operated retail stores and 338 international partner-operated stores. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",https://www.bbwinc.com,8981,7429000000,7429000000,1.6408068269976726,1.0899922420480992,,11.181228613211848,-2.8082360172095884,-0.5396435156730178
ANF,Abercrombie & Fitch Co.,7730761245,$,7319175516,7730761245,,,true,"Abercrombie & Fitch Co., through its subsidiaries, operates as a specialty retailer. The company operates in two segments, Hollister and Abercrombie. It offers an assortment of apparel, personal care products, and accessories for men, women, and children under the Hollister, Abercrombie & Fitch, abercrombie kids, Moose, Seagull, Gilly Hicks, and Social Tourist brands. As of January 29, 2022, it operated approximately 729 retail stores in Europe, Asia, Canada, the Middle East, United States, and internationally. The company sells products through its stores; various third-party wholesale, franchise, and licensing arrangements; and e-commerce platforms. Abercrombie & Fitch Co. was founded in 1892 and is headquartered in New Albany, Ohio.",https://www.abercrombie.com,6700,4280676999,4280676999,1.5900219275563183,1.1044444674293044,,16.76465075596651,0.214574558522354,0.3169780517021523
GIL.TO,Gildan Activewear Inc.,10539301500,CAD,7060172682,7457293562,,,true,"Gildan Activewear Inc. manufactures and sells various apparel products in the United States, North America, Europe, Asia-Pacific, and Latin America. It provides various activewear products, including T-shirts, fleece tops and bottoms, and sports shirts under the Gildan, Gildan Performance, Gildan Hammer, Comfort Colors, American Apparel, Alstyle, and GoldToe brands. The company also offers hosiery products comprising athletic; dress; and casual, liner, therapeutic, and workwear socks, as well as sheer pantyhose, tights, and leggings under the Gildan, Under Armour, GoldToe, PowerSox, Signature Gold by Goldtoe, Peds, MediPeds, Therapy Plus, All Pro, Secret, Silks, Secret Silky, and American Apparel brands. In addition, it provides men's and boys' underwear products, and ladies panties under the Gildan and Gildan Platinum brands; and ladies' shapewear, intimates, and accessories under the Secret and Secret Silky brands. The company sells its products to wholesale distributors, screen printers, and embellishers, as well as to retailers and lifestyle brand companies. The company was formerly known as Textiles Gildan Inc. and changed its name to Gildan Activewear Inc. in March 1995. Gildan Activewear Inc. was founded in 1946 and is headquartered in Montreal, Canada.",https://gildancorp.com,49000,3195911000,2261330746.27,2.3305611180930548,0.8259953873137317,,10.900915101765436,0.5095897381142983,0.2725883633714559
PUM.DE,PUMA SE,6900072133,€,6900072133,7288132190,,,true,"PUMA SE, together with its subsidiaries, designs, develops, sells, and markets footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company offers performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories, such as the Playseat. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",https://www.puma.com,21000,8601700000,9085459608,1.549385148983131,0.8382074728046666,,24.829569434306332,0.2240150387718336,0.11940941489778337
DDS,"Dillard's, Inc.",7185050378,$,6802518296,7185050378,,,true,"Dillard's, Inc. operates retail department stores in the southeastern, southwestern, and midwestern areas of the United States. Its stores offer merchandise, including fashion apparel for women, men, and children; and accessories, cosmetics, home furnishings, and other consumer goods. As of January 29, 2022, the company operated 280 Dillard's stores, including 30 clearance centers, and an Internet store at dillards.com. It also engages in the general contracting construction activities. The company was founded in 1938 and is based in Little Rock, Arkansas.",https://www.dillards.com,22800,6874420000,6874420000,2.667706425565022,1.346062124587439,,8.753363714003035,0.31390197682119986,0.4353667619682888
BC.MI,Brunello Cucinelli S.p.A.,6744310438,€,6744310438,7123610457,,,true,"Brunello Cucinelli S.p.A., together with its subsidiaries, engages in the production and sale of clothing, accessories, and lifestyle products in Italy, Europe, North America, Japan, and China. The company offers women's collection, including coats and jackets, dresses, knitwear, t-shirts and tops, shirts, skirts, pants, denim, travel wear, sneakers, high-boots, loafers and flat shoes, sandals, leather goods, jewelry, scarves, other accessories, mini bags and clutches, crossbody bags and backpacks, and handbags and shoppers. It also provides men's collection, such as coats and jackets, knitwear, blazers and waistcoats, suits, tuxedos, t-shirts and polos, shirts, pants, denims, travel wear, sneakers, lace-ups, loafers, boots, leather goods, bags, scarves, and other accessories; and kids collections. In addition, the company offers lifestyle products, which include throw and blanket, cushion, studio products, candle and fragrance, bathrobe and towel, gardening products, travel essential, leisure bag, leisure wear, kitchen and table ware, table linen, and ceramic creation products, China, and internationally. As of December 31, 2021, it managed and operated 114 directly operated stores; and 30 wholesale monobrand boutiques. The company was founded in 1978 and is headquartered in Solomeo, Italy. Brunello Cucinelli S.p.A. is a subsidiary of Fedone S.r.l.",https://www.brunellocucinelli.com,3021,1139420000,1203500980.8000002,1.242041823785095,0.564113757675009,,52.55775545861434,0.24695613989420337,0.2594371546726846
LEVI,Levi Strauss & Co.,7049847764,$,6674513869,7049847764,,,true,"Levi Strauss & Co. operates as an apparel company. The company designs, markets, and sells jeans, casual and dress pants, activewear, tops, shorts, skirts, dresses, jackets, footwear, and related accessories for men, women, and children in the Americas, Europe, and Asia. It also sells its products under the Levi's, Dockers, Signature by Levi Strauss & Co., and Denizen brands. In addition, the company licenses Levi's and Dockers trademarks for various product categories, including footwear, belts, wallets and bags, outerwear, sweaters, dress shirts, kids wear, sleepwear, and hosiery. Further, it sells its products through third-party retailers, such as department stores, specialty retailers, third-party e-commerce sites, and franchisees who operate brand-dedicated stores; and directly to consumers through various formats, including company-operated mainline and outlet stores, company-operated e-commerce sites, and select shop-in-shops located in department stores, and other third-party retail locations. The company also operates approximately 3,100 brand-dedicated stores and shop-in-shops. The company was founded in 1853 and is headquartered in San Francisco, California.",https://www.levistrauss.com,19100,6179000000,6179000000,1.4755804195804196,0.7538461538461538,,24.63456779567308,0.4993647380766223,0.12197028928850664
BCUCY,Brunello Cucinelli S.p.A.,6940693885,$,6571171343,6940693885,,,true,"Brunello Cucinelli S.p.A., together with its subsidiaries, engages in the production and sale of clothing, accessories, and lifestyle products in Italy, Europe, North America, Japan, and China. The company offers women's collection, including coats and jackets, dresses, knitwear, t-shirts and tops, shirts, skirts, pants, denim, travel wear, sneakers, high-boots, loafers and flat shoes, sandals, leather goods, jewelry, scarves, other accessories, mini bags and clutches, crossbody bags and backpacks, and handbags and shoppers. It also provides men's collection, such as coats and jackets, knitwear, blazers and waistcoats, suits, tuxedos, t-shirts and polos, shirts, pants, denims, travel wear, sneakers, lace-ups, loafers, boots, leather goods, bags, scarves, and other accessories; and kids collections. In addition, the company offers lifestyle products, which include throw and blanket, cushion, studio products, candle and fragrance, bathrobe and towel, gardening products, travel essential, leisure bag, leisure wear, kitchen and table ware, table linen, and ceramic creation products, China, and internationally. As of December 31, 2021, it managed and operated 114 directly operated stores; and 30 wholesale monobrand boutiques. The company was founded in 1978 and is headquartered in Solomeo, Italy. Brunello Cucinelli S.p.A. is a subsidiary of Fedone S.r.l.",https://www.brunellocucinelli.com,3021,1139420000,1139420000,1.242041823785095,0.564113757675009,,52.55775545861434,0.24695613989420337,0.2594371546726846
VIPS,Vipshop Holdings Limited,6775753256,$,6415012153,6775753256,,,true,"Vipshop Holdings Limited operates online platforms for various brands in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers women's apparel, such as casual wear, jeans, dresses, outerwear, lingerie, pajamas, and maternity clothes; men's apparel comprising casual and smart-casual T-shirts, polo shirts, jackets, pants, and underwear; and skin care and cosmetic products, including cleansers, lotions, face and body creams, face masks, sunscreen, foundations, lipsticks, eye shadows, and other cosmetics-related items. It also provides shoes and bags, which comprises casual and formal shoes, purses, satchels, luggage, duffel bags, and wallets; handbags; apparel, gears and accessories, furnishings and decor, toys, and games for boys, girls, infants, and toddlers; sportswear, sports gear, and footwear for various sporting activities; home furnishings, such as bed and bath products, home decor, kitchen and tabletop items, and home appliances; and consumer electronic products. In addition, the company offers food and snacks, beverages, fresh produce, and pet goods; beauty products; and internet finance services, including consumer and supplier financing, and microcredit. Vipshop Holdings Limited provides its branded products through its vip.com and vipshop.com online platforms, as well as through its internet website and cellular phone application. Further, it offers warehousing, logistics, product procurement, research and development, technology development, and consulting services; software development and information technology support solutions; and supply chain services. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",https://www.vip.com,14638,112856020000,112856020000,1.226503108528515,1.028979593089581,,8.73998390831628,0.04247338656291303,0.2195972858606778
CROX,"Crocs, Inc.",6396471450,$,6055923310,6396471450,,,true,"Crocs, Inc., together with its subsidiaries, designs, develops, manufactures, markets, and distributes casual lifestyle footwear and accessories for men, women, and children. It offers various footwear products, including clogs, sandals, slides, flip-flops, boots, flats, wedges, platforms, socks, shoe charms, loafers, sneakers, and slippers under the Crocs brand name. The company sells its products in approximately 85 countries through wholesalers, retail stores, e-commerce sites, and third-party marketplaces. As of December 31, 2021, it had 193 outlet stores, 107 retail stores, 373 company-operated stores, 73 kiosks and store-in-stores, and 14 company-operated e-commerce sites. The company serves in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. Crocs, Inc. was founded in 1999 and is headquartered in Broomfield, Colorado.",https://www.crocs.com,7030,3962347000,3962347000,1.3041804621535853,0.7527610067936806,,7.234812318469376,1.187539505187001,0.5451224033184701
PVH,PVH Corp.,5982155238,$,5663665293,5982155238,,,true,"PVH Corp. operates as an apparel company worldwide. The company operates through six segments: Tommy Hilfiger North America, Tommy Hilfiger International, Calvin Klein North America, Calvin Klein International, Heritage Brands Wholesale, and Heritage Brands Retail. It designs, markets, and retails men's, women's, and children's apparel and accessories, including branded dress shirts, neckwear, sportswear, jeans wear, performance apparel, intimate apparel, underwear, swimwear, swim-related products, handbags, accessories, footwear, outerwear, home furnishings, luggage products, sleepwear, loungewear, hats, scarves, gloves, socks, watches and jewelry, eyeglasses and non-ophthalmic sunglasses, fragrance, home bed and bath furnishings, small leather goods, and other products. The company offers its products under its own brands, such as Tommy Hilfiger, Calvin Klein, Van Heusen, IZOD, ARROW, Warner's, Olga, Geoffrey Beene, and True&Co., as well as various other owned, licensed, and private label brands. It also licenses its own brands over various products. The company distributes its products at wholesale in department, chain, and specialty stores, as well as through warehouse clubs, mass market, and off-price and independent retailers; and through company-operated full-price, outlet stores, and concession locations, as well as through digital commerce sites. It markets its products to approximately 40 countries. PVH Corp. was founded in 1881 and is based in New York, New York.",https://www.pvh.com,17000,9217700000,9217700000,1.1761500992242468,0.6639004149377593,,11.106118143459916,0.4237629178143742,0.12963722674793413
2331.HK,Li Ning Company Limited,44898076640,HKD,5467238792,5774790617,,,true,"Li Ning Company Limited engages in the research and development, design, manufacture, marketing, distribution, and retail of sporting goods in the People's Republic of China. The company offers sporting goods, including footwear, apparel, equipment, and accessories for professional and leisure purposes primarily under the LI-NING brand. It also develops, manufactures, markets, distributes, and/or sells outdoor sports products under the AIGLE brand; table tennis under the Double Happiness brand name; fashionable fitness products for dance and yoga under the Danskin brand; and badminton under the Kason brand name. As of December 31, 2021, the company operated 7,137 conventional stores, flagship stores, China LI-NING stores, factory outlets, and multi-brand stores under the LI-NING brand. Li Ning Company Limited was founded in 1990 and is headquartered in Beijing, the People's Republic of China.",https://www.lining.com,5003,27598491000,3549717912.4200006,1.878383171382832,1.5353668361840913,,15.439022856978928,0,0.13057552655443247
3998.HK,Bosideng International Holdings Limited,44342610000,HKD,5399599620,5703346498,,,true,"Bosideng International Holdings Limited researches, designs, develops, manufactures, markets, and distributes branded down apparel products, original equipment manufacturing (OEM) products, and non-down apparel products in the People's Republic of China. The company operates through four segments: Down Apparels, OEM Management, Ladieswear Apparels, and Diversified Apparels. It engages in the business of sourcing and distributing branded down and ladieswear apparels; and non-seasonal apparels, including branded menswear, school uniform, and children's wear. The company provides down apparel products under the Bosideng, Snow Flying, Bengen, etc. brands; ladies wear products under the JESSIE, BUOU BUOU, KOREANO, and KLOVA brands; and school uniforms under the Sameite brand. It also offers network consulting and e-business of down and non-down apparel; logistics and storage services; and brand design and development services, as well as operates as an advertisement agency. As of March 31, 2022, it operated 462 ladieswear retail outlets; 364 self-operated retail outlets; and 98 retail outlets operated by third party distributors. Bosideng International Holdings Limited was founded in 1976 and is based in Central, Hong Kong.",https://www.bosideng.com,11831,23214033000,2985788924.4600005,1.7006613927412406,1.4147383347753943,,13.221418864359348,0.18040628633848976,0.2238059279661745
COLM,Columbia Sportswear Company,5053134075,$,4784105217,5053134075,,,true,"Columbia Sportswear Company, together with its subsidiaries, designs, sources, markets, and distributes outdoor, active, and everyday lifestyle apparel, footwear, accessories, and equipment in the United States, Latin America, the Asia Pacific, Europe, the Middle East, Africa, and Canada. The company provides apparel, accessories, and equipment that are used in various activities, such as skiing, snowboarding, hiking, climbing, mountaineering, camping, hunting, fishing, trail running, water sports, yoga, golf, and adventure travel. It also offers footwear products that include lightweight hiking boots, trail running shoes, rugged cold weather boots for activities on snow and ice, sandals and shoes for use in water activities, and function-first fashion footwear and casual shoes for everyday use. The company sells its products under the Columbia, Mountain Hardwear, SOREL, and prAna brand names through the company owned network of branded and outlet retail stores, brand-specific e-commerce sites, and concession-based arrangements with third-parties at branded outlet and shop-in-shop retail locations, as well as through independently operated specialty outdoor and sporting goods stores, sporting goods chains, department store chains, Internet retailers, and international distributors. As of December 31, 2021, it operated approximately 455 retail stores. The company was founded in 1938 and is headquartered in Portland, Oregon.",https://www.columbia.com,10070,3487203000,3487203000,3.3767915297162214,2.125946361797237,,19.37308385043755,0,0.1296805443075193
KTB,"Kontoor Brands, Inc.",4957220850,$,4693298412,4957220850,,,true,"Kontoor Brands, Inc., a lifestyle apparel company, designs, manufactures, procures, markets, and distributes denim, apparel, and accessories under the Wrangler, Lee, and Rock & Republic brands in the United States and internationally. It operates through two segments, Wrangler and Lee. The company sells its products primarily through mass merchants, specialty stores, mid-tier and traditional department stores, company-operated stores, and online. As of January 1, 2022, it operated 80 retail stores across the Americas, Europe, the Middle East, Africa, and the Asia-Pacific regions. The company was incorporated in 2018 and is headquartered in Greensboro, North Carolina.",https://www.kontoorbrands.com,13700,2607472000,2607472000,2.6586490829952347,1.3843091710664048,,15.121975549148464,2.1642803558896837,0.6210968694291407
URBN,"Urban Outfitters, Inc.",4611169794,$,4365671114,4611169794,,,true,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, Wholesale, and Nully. It operates Urban Outfitters stores, which offer women's and men's fashion apparel, activewear, intimates, footwear, accessories, home goods, electronics, and beauty products for young adults aged 18 to 28; and Anthropologie stores that provide women's casual apparel, accessories, intimates, shoes, and home furnishings, as well as gifts, decorative items, and beauty and wellness products for women aged 28 to 45. The company also operates Bhldn stores, which offer heirloom quality wedding gowns, bridesmaid frocks, party dresses, assorted jewelry, headpieces, footwear, lingerie, and decorations; and Terrain stores that provide lifestyle home products, garden and outdoor living products, antiques, live plants, flowers, wellness products, and accessories. In addition, it operates Free People retail stores, which offer casual women's apparel, intimates, activewear, shoes, accessories, home products, gifts, and beauty and wellness products for young women aged 25 to 30; restaurants; and women's apparel subscription rental service under the Nuuly brand name. The company serves its customers directly through retail stores, Websites, mobile applications, catalogs and customer contact centers, franchised or third-party operated stores, and digital businesses. As of January 31, 2022, it operated 261 Urban Outfitters, 238 Anthropologie Group, and 173 Free People stores in the United States, Canada, and Europe; and 10 restaurants, as well as two Urban Outfitters and one Anthropologie franchisee-owned stores. The company is also involved in the wholesale of young women's contemporary casual apparel, intimates, activewear, and shoes under the Free People brand; and home goods through department and specialty stores worldwide. The company was founded in 1970 and is based in Philadelphia, Pennsylvania.",https://www.urbn.com,10920,5153237000,5153237000,1.2899784249727169,0.7365291866365589,,12.244813705791971,0.5105219309456862,0.13617446296874852
M,"Macy's, Inc.",4557238390,$,4314611018,4557238390,,,true,"Macy's, Inc., an omni-channel retail organization, operates stores, Websites, and mobile applications. The company sells a range of merchandise, such as apparel and accessories for men, women, and children; cosmetics; home furnishings; and other consumer goods. As of January 29, 2022, it operated 725 department stores in the District of Columbia, Puerto Rico, and Guam under the Macy's, Macy's Backstage, Market by Macy's, Bloomingdale's, Bloomingdale's The Outlet, Bloomies, and bluemercury brands. It also operates in Dubai, the United Arab Emirates, and Al Zahra, Kuwait under the license agreements. The company also operates as a beauty products and spa retailer. The company was formerly known as Federated Department Stores, Inc. and changed its name to Macy's, Inc. in June 2007. Macy's, Inc. was founded in 1830 and is based in New York, New York.",https://www.macysinc.com,85581,23866000000,23866000000,1.3744920993227991,0.39006772009029345,,48.650914285714286,0.6630408508581097,0.025380710659898477
UA,"Under Armour, Inc.",4160668485,$,3939154495,4160668485,,,true,"Under Armour, Inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. The company offers its apparel in compression, fitted, and loose fit types. It also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the MapMyRun and MapMyRide platforms. It primarily offers its products under the UNDER ARMOUR, UA, HEATGEAR, COLDGEAR, HOVR, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",https://www.underarmour.com,6800,5701879000,5701879000,2.4571238334015466,1.634706781265096,,13.871490678411666,0.31384219281600306,0.10776181148254342
ATZ.TO,Aritzia Inc.,5619262299,CAD,3764287621,3976021425,,,true,"Aritzia Inc., together with its subsidiaries, designs and sells apparels and accessories for women in North America. It offers t-shirts and tops, bodysuits, shirts and blouses, sweaters, jumpsuits and rompers, shirt jackets, skirts, bodysuits, activeware, knitwear, sweatsuits, pants, denims, leggings, bike shorts, dresses, jackets, blazers, jackets and coats, and shoes, as well as accessories, including hats, socks, face masks, intimates, gloves and mittens, belts, scarves, scrunchies, bags, and iphone cases. The company offers its products under the Wilfred, Super World, Babaton, and TNA brands. As of February 27, 2022, it operates approximately 105 boutiques. In addition, it sells its products through online at aritzia.com. The company was formerly known as Aritzia Capital Corporation and changed its name to Aritzia Inc. in August 2016. Aritzia Inc. was founded in 1984 and is headquartered in Vancouver, Canada.",https://www.aritzia.com,8300,2332350000,1650300889.5,1.4035079021991317,0.5603794443673283,,50.410461665397314,0,0.0975609756097561
ABFRL.NS,Aditya Birla Fashion and Retail Limited,328864791097,INR,3666727318,3873073531,,,true,"Aditya Birla Fashion and Retail Limited designs, manufactures, distributes, and retails fashion apparel and accessories in India and internationally. It operates in two segments, Madura Fashion & Lifestyle, and Pantaloons. The company offers shirts, trousers, denims, t-shirts, dresses, suits and blazers, casuals, ceremonial, and party wear; shorts, joggers, track pants, sweatshirts, jackets, loungewear, biker t-shirts, polos, chinos, kurtas and bottom wear, occasion wear, festive ensembles, streetwear, classic shirts, logo T-shirts, casual pants, lehengas and kurta sets, ethnic bottom wear, athleisure wear, workwear, tops, sleepwear, crops tops, skirts, jeans, sportswear; accessories; and shawls, stoles, shoes, and lingerie, as well as home furnishings, footwear, handbags, bed linen, towels, smart table linen, dressy cushion covers, and others. It markets its products primarily under the Louis Philippe, Van Heusen, Allen Solly, and Peter England brands, as well as operates fashion store under the Pantaloons brand. The company also holds online and offline rights to the India network of California-based fashion brand Forever 21; and international brands portfolio, such as The Collective, Simon Carter, American Eagle, Ralph Lauren, Hackett London, Ted Baker, and Fred Perry. It operates 3091 brand stores and 377 Pantaloons stores, as well as 28,585 multi-brand outlets in approximately 900 cities in India. The company was formerly known as Pantaloons Fashion & Retail Limited and changed its name to Aditya Birla Fashion and Retail Limited in January 2016. Aditya Birla Fashion and Retail Limited was incorporated in 2007 and is based in Mumbai, India.",https://www.abfrl.com,26965,139302800000,1640583005.88,1.0105505344441523,0.486762712376736,,-31.82832544876755,1.0424911621357635,-0.15569019629231143
JWN,"Nordstrom, Inc.",3808053090,$,3605312343,3808053090,,,true,"Nordstrom, Inc., a fashion retailer, provides apparels, shoes, beauty, accessories, and home goods for women, men, young adults, and children. It offers a range of brand name and private label merchandise through various channels, such as Nordstrom branded stores and online at Nordstrom.com; TrunkClub.com; Nordstrom.ca; Nordstrom stores; Nordstrom Rack stores; Nordstrom Locals; Nordstromrack.com and HauteLook; clearance stores under the Last Chance name; Trunk Club clubhouses; and Jeffrey boutiques. As of December 31, 2021, the company operated 94 Nordstrom stores and 240 Nordstrom Rack stores in the United States; 2 clearance stores; and 7 Nordstrom Local service hubs, as well as 6 Nordstrom stores and 7 Nordstrom Rack stores in Canada. Nordstrom, Inc. was founded in 1901 and is headquartered in Seattle, Washington.",https://press.nordstrom.com,54000,14693000000,14693000000,1.0208333333333333,0.40625,,21.879223880597017,3.375,0.1580188679245283
VSCO,Victoria's Secret & Co.,3770794510,$,3570037410,3770794510,,,true,"Victoria's Secret & Co. operates as a specialty retailer of women's intimate, personal care, and beauty products worldwide. The company offers bras, panties, lingerie, sleepwear, loungewear, and athletic attire and swimwear, as well as fragrances and body care products, and accessories under the Victoria's Secret and PINK brands. As of March 2, 2022, it operated approximately 1,400 retail stores. The company was incorporated in 2021 and is headquartered in Reynoldsburg, Ohio.",https://www.victoriassecretandco.com,30000,6182000000,6182000000,0.949814126394052,0.3395291201982652,,19.335412844036696,3.3357314148681056,0.26139088729016785
